"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Autauga County, AL"	"01001"	58	59095	98.1
	"Baldwin County, AL"	"01003"	245	239294	102.4
	"Barbour County, AL"	"01005"	33	24964	132.2
	"Bibb County, AL"	"01007"	16	22477	Unreliable
	"Blount County, AL"	"01009"	93	59041	157.5
	"Bullock County, AL"	"01011"	Suppressed	10320	Suppressed
	"Butler County, AL"	"01013"	24	18884	127.1
	"Calhoun County, AL"	"01015"	156	115972	134.5
	"Chambers County, AL"	"01017"	40	34541	115.8
	"Cherokee County, AL"	"01019"	55	24996	220.0
	"Chilton County, AL"	"01021"	65	45274	143.6
	"Choctaw County, AL"	"01023"	Suppressed	12533	Suppressed
	"Clarke County, AL"	"01025"	34	22760	149.4
	"Clay County, AL"	"01027"	23	14190	162.1
	"Cleburne County, AL"	"01029"	22	15103	145.7
	"Coffee County, AL"	"01031"	50	54174	92.3
	"Colbert County, AL"	"01033"	77	57474	134.0
	"Conecuh County, AL"	"01035"	19	11328	Unreliable
	"Coosa County, AL"	"01037"	22	10450	210.5
	"Covington County, AL"	"01039"	87	37524	231.9
	"Crenshaw County, AL"	"01041"	23	13083	175.8
	"Cullman County, AL"	"01043"	127	89496	141.9
	"Dale County, AL"	"01045"	61	49342	123.6
	"Dallas County, AL"	"01047"	46	37619	122.3
	"DeKalb County, AL"	"01049"	119	71813	165.7
	"Elmore County, AL"	"01051"	107	89304	119.8
	"Escambia County, AL"	"01053"	50	36699	136.2
	"Etowah County, AL"	"01055"	183	103162	177.4
	"Fayette County, AL"	"01057"	36	16148	222.9
	"Franklin County, AL"	"01059"	65	32013	203.0
	"Geneva County, AL"	"01061"	48	26701	179.8
	"Greene County, AL"	"01063"	11	7629	Unreliable
	"Hale County, AL"	"01065"	24	14754	162.7
	"Henry County, AL"	"01067"	19	17459	Unreliable
	"Houston County, AL"	"01069"	97	107458	90.3
	"Jackson County, AL"	"01071"	94	52773	178.1
	"Jefferson County, AL"	"01073"	657	667820	98.4
	"Lamar County, AL"	"01075"	21	13689	153.4
	"Lauderdale County, AL"	"01077"	114	94043	121.2
	"Lawrence County, AL"	"01079"	62	33090	187.4
	"Lee County, AL"	"01081"	122	177218	68.8
	"Limestone County, AL"	"01083"	103	107517	95.8
	"Lowndes County, AL"	"01085"	13	9965	Unreliable
	"Macon County, AL"	"01087"	15	18895	Unreliable
	"Madison County, AL"	"01089"	284	395211	71.9
	"Marengo County, AL"	"01091"	15	18996	Unreliable
	"Marion County, AL"	"01093"	62	29246	212.0
	"Marshall County, AL"	"01095"	143	98228	145.6
	"Mobile County, AL"	"01097"	437	413073	105.8
	"Monroe County, AL"	"01099"	23	19648	117.1
	"Montgomery County, AL"	"01101"	195	227434	85.7
	"Morgan County, AL"	"01103"	157	123668	127.0
	"Perry County, AL"	"01105"	10	8355	Unreliable
	"Pickens County, AL"	"01107"	29	18801	154.2
	"Pike County, AL"	"01109"	28	32991	84.9
	"Randolph County, AL"	"01111"	34	21989	154.6
	"Russell County, AL"	"01113"	64	58722	109.0
	"St. Clair County, AL"	"01115"	129	92748	139.1
	"Shelby County, AL"	"01117"	154	226902	67.9
	"Sumter County, AL"	"01119"	11	12164	Unreliable
	"Talladega County, AL"	"01121"	124	81524	152.1
	"Tallapoosa County, AL"	"01123"	61	41023	148.7
	"Tuscaloosa County, AL"	"01125"	177	227007	78.0
	"Walker County, AL"	"01127"	109	64818	168.2
	"Washington County, AL"	"01129"	14	15147	Unreliable
	"Wilcox County, AL"	"01131"	Suppressed	10446	Suppressed
	"Winston County, AL"	"01133"	33	23652	139.5
	"Aleutians East Borough, AK"	"02013"	Suppressed	3398	Suppressed
	"Aleutians West Census Area, AK"	"02016"	Suppressed	5059	Suppressed
	"Anchorage Borough, AK"	"02020"	135	288121	46.9
	"Bethel Census Area, AK"	"02050"	Suppressed	18557	Suppressed
	"Bristol Bay Borough, AK"	"02060"	Suppressed	838	Suppressed
	"Denali Borough, AK"	"02068"	Suppressed	1593	Suppressed
	"Dillingham Census Area, AK"	"02070"	Suppressed	4772	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	45	95593	47.1
	"Haines Borough, AK"	"02100"	Suppressed	2071	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	Suppressed	2332	Suppressed
	"Juneau Borough, AK"	"02110"	10	31973	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	47	59767	78.6
	"Ketchikan Gateway Borough, AK"	"02130"	12	13754	Unreliable
	"Kodiak Island Borough, AK"	"02150"	10	12787	Unreliable
	"Lake and Peninsula Borough, AK"	"02164"	Suppressed	1416	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	56	110686	50.6
	"Nome Census Area, AK"	"02180"	Suppressed	9865	Suppressed
	"North Slope Borough, AK"	"02185"	Suppressed	10972	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	Suppressed	7560	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	Suppressed	3356	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Suppressed	5729	Suppressed
	"Sitka Borough, AK"	"02220"	Suppressed	8407	Suppressed
	"Skagway Municipality, AK"	"02230"	Suppressed	1132	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	Suppressed	6970	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	Suppressed	Suppressed	Unreliable
	"Wade Hampton Census Area, AK"	"02270"	Suppressed	8360	Suppressed
	"Wrangell City and Borough, AK"	"02275"	Suppressed	2055	Suppressed
	"Yakutat Borough, AK"	"02282"	Suppressed	704	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	Suppressed	5275	Suppressed
	"Apache County, AZ"	"04001"	73	65623	111.2
	"Cochise County, AZ"	"04003"	156	126050	123.8
	"Coconino County, AZ"	"04005"	71	145052	48.9
	"Gila County, AZ"	"04007"	74	53589	138.1
	"Graham County, AZ"	"04009"	31	39050	79.4
	"Greenlee County, AZ"	"04011"	Suppressed	9404	Suppressed
	"La Paz County, AZ"	"04012"	43	16408	262.1
	"Maricopa County, AZ"	"04013"	2978	4496588	66.2
	"Mohave County, AZ"	"04015"	395	217692	181.4
	"Navajo County, AZ"	"04017"	144	108147	133.2
	"Pima County, AZ"	"04019"	875	1052030	83.2
	"Pinal County, AZ"	"04021"	368	449557	81.9
	"Santa Cruz County, AZ"	"04023"	25	47883	52.2
	"Yavapai County, AZ"	"04025"	365	242253	150.7
	"Yuma County, AZ"	"04027"	140	206990	67.6
	"Arkansas County, AR"	"05001"	43	16722	257.1
	"Ashley County, AR"	"05003"	32	18674	171.4
	"Baxter County, AR"	"05005"	95	42144	225.4
	"Benton County, AR"	"05007"	210	293692	71.5
	"Boone County, AR"	"05009"	55	37830	145.4
	"Bradley County, AR"	"05011"	13	10408	Unreliable
	"Calhoun County, AR"	"05013"	Suppressed	4741	Suppressed
	"Carroll County, AR"	"05015"	38	28435	133.6
	"Chicot County, AR"	"05017"	18	10019	Unreliable
	"Clark County, AR"	"05019"	25	21321	117.3
	"Clay County, AR"	"05021"	29	14350	202.1
	"Cleburne County, AR"	"05023"	51	25015	203.9
	"Cleveland County, AR"	"05025"	11	7514	Unreliable
	"Columbia County, AR"	"05027"	17	22672	Unreliable
	"Conway County, AR"	"05029"	31	20873	148.5
	"Craighead County, AR"	"05031"	106	112218	94.5
	"Crawford County, AR"	"05033"	86	60378	142.4
	"Crittenden County, AR"	"05035"	60	47525	126.2
	"Cross County, AR"	"05037"	19	16681	Unreliable
	"Dallas County, AR"	"05039"	13	6308	Unreliable
	"Desha County, AR"	"05041"	21	11090	189.4
	"Drew County, AR"	"05043"	17	17110	Unreliable
	"Faulkner County, AR"	"05045"	119	125106	95.1
	"Franklin County, AR"	"05047"	36	17173	209.6
	"Fulton County, AR"	"05049"	26	12145	214.1
	"Garland County, AR"	"05051"	159	100330	158.5
	"Grant County, AR"	"05053"	24	18090	132.7
	"Greene County, AR"	"05055"	67	46317	144.7
	"Hempstead County, AR"	"05057"	24	19694	121.9
	"Hot Spring County, AR"	"05059"	57	33148	172.0
	"Howard County, AR"	"05061"	12	12698	Unreliable
	"Independence County, AR"	"05063"	43	37723	114.0
	"Izard County, AR"	"05065"	27	13911	194.1
	"Jackson County, AR"	"05067"	25	16811	148.7
	"Jefferson County, AR"	"05069"	69	65861	104.8
	"Johnson County, AR"	"05071"	40	25845	154.8
	"Lafayette County, AR"	"05073"	11	6163	Unreliable
	"Lawrence County, AR"	"05075"	32	16292	196.4
	"Lee County, AR"	"05077"	10	8619	Unreliable
	"Lincoln County, AR"	"05079"	21	13037	161.1
	"Little River County, AR"	"05081"	26	11944	217.7
	"Logan County, AR"	"05083"	35	21215	165.0
	"Lonoke County, AR"	"05085"	58	74722	77.6
	"Madison County, AR"	"05087"	19	16960	Unreliable
	"Marion County, AR"	"05089"	34	16978	200.3
	"Miller County, AR"	"05091"	49	42649	114.9
	"Mississippi County, AR"	"05093"	41	39661	103.4
	"Monroe County, AR"	"05095"	12	6683	Unreliable
	"Montgomery County, AR"	"05097"	17	8611	Unreliable
	"Nevada County, AR"	"05099"	11	8187	Unreliable
	"Newton County, AR"	"05101"	22	7204	305.4
	"Ouachita County, AR"	"05103"	39	22306	174.8
	"Perry County, AR"	"05105"	10	9964	Unreliable
	"Phillips County, AR"	"05107"	26	15906	163.5
	"Pike County, AR"	"05109"	29	10066	288.1
	"Poinsett County, AR"	"05111"	54	22660	238.3
	"Polk County, AR"	"05113"	37	19353	191.2
	"Pope County, AR"	"05115"	64	63789	100.3
	"Prairie County, AR"	"05117"	14	8135	Unreliable
	"Pulaski County, AR"	"05119"	313	397821	78.7
	"Randolph County, AR"	"05121"	38	18865	201.4
	"St. Francis County, AR"	"05123"	25	22739	109.9
	"Saline County, AR"	"05125"	129	125233	103.0
	"Scott County, AR"	"05127"	23	9822	234.2
	"Searcy County, AR"	"05129"	12	7880	Unreliable
	"Sebastian County, AR"	"05131"	150	128400	116.8
	"Sevier County, AR"	"05133"	26	15783	164.7
	"Sharp County, AR"	"05135"	34	17622	192.9
	"Stone County, AR"	"05137"	31	12481	248.4
	"Union County, AR"	"05139"	41	38340	106.9
	"Van Buren County, AR"	"05141"	34	15694	216.6
	"Washington County, AR"	"05143"	127	250057	50.8
	"White County, AR"	"05145"	115	77207	149.0
	"Woodruff County, AR"	"05147"	10	6116	Unreliable
	"Yell County, AR"	"05149"	26	20155	129.0
	"Alameda County, CA"	"06001"	713	1648556	43.2
	"Alpine County, CA"	"06003"	Suppressed	1235	Suppressed
	"Amador County, CA"	"06005"	38	41259	92.1
	"Butte County, CA"	"06007"	207	208309	99.4
	"Calaveras County, CA"	"06009"	52	46221	112.5
	"Colusa County, CA"	"06011"	16	21917	Unreliable
	"Contra Costa County, CA"	"06013"	663	1161413	57.1
	"Del Norte County, CA"	"06015"	39	28100	138.8
	"El Dorado County, CA"	"06017"	154	193221	79.7
	"Fresno County, CA"	"06019"	581	1013581	57.3
	"Glenn County, CA"	"06021"	24	28805	83.3
	"Humboldt County, CA"	"06023"	106	136310	77.8
	"Imperial County, CA"	"06025"	98	179851	54.5
	"Inyo County, CA"	"06027"	23	18970	121.2
	"Kern County, CA"	"06029"	627	917673	68.3
	"Kings County, CA"	"06031"	88	153443	57.4
	"Lake County, CA"	"06033"	82	68766	119.2
	"Lassen County, CA"	"06035"	23	33159	69.4
	"Los Angeles County, CA"	"06037"	4971	9829544	50.6
	"Madera County, CA"	"06039"	105	159410	65.9
	"Marin County, CA"	"06041"	145	260206	55.7
	"Mariposa County, CA"	"06043"	14	17147	Unreliable
	"Mendocino County, CA"	"06045"	66	91305	72.3
	"Merced County, CA"	"06047"	162	286461	56.6
	"Modoc County, CA"	"06049"	11	8661	Unreliable
	"Mono County, CA"	"06051"	Suppressed	13247	Suppressed
	"Monterey County, CA"	"06053"	208	437325	47.6
	"Napa County, CA"	"06055"	72	136207	52.9
	"Nevada County, CA"	"06057"	100	103487	96.6
	"Orange County, CA"	"06059"	1485	3167809	46.9
	"Placer County, CA"	"06061"	232	412300	56.3
	"Plumas County, CA"	"06063"	13	19915	Unreliable
	"Riverside County, CA"	"06065"	1434	2458395	58.3
	"Sacramento County, CA"	"06067"	845	1588921	53.2
	"San Benito County, CA"	"06069"	21	66677	31.5
	"San Bernardino County, CA"	"06071"	1301	2194710	59.3
	"San Diego County, CA"	"06073"	1505	3286069	45.8
	"San Francisco County, CA"	"06075"	344	815201	42.2
	"San Joaquin County, CA"	"06077"	587	789410	74.4
	"San Luis Obispo County, CA"	"06079"	172	283159	60.7
	"San Mateo County, CA"	"06081"	282	737888	38.2
	"Santa Barbara County, CA"	"06083"	205	446475	45.9
	"Santa Clara County, CA"	"06085"	511	1885508	27.1
	"Santa Cruz County, CA"	"06087"	135	267792	50.4
	"Shasta County, CA"	"06089"	244	182139	134.0
	"Sierra County, CA"	"06091"	Suppressed	3283	Suppressed
	"Siskiyou County, CA"	"06093"	66	44118	149.6
	"Solano County, CA"	"06095"	264	451716	58.4
	"Sonoma County, CA"	"06097"	293	485887	60.3
	"Stanislaus County, CA"	"06099"	380	552999	68.7
	"Sutter County, CA"	"06101"	76	99063	76.7
	"Tehama County, CA"	"06103"	72	65498	109.9
	"Trinity County, CA"	"06105"	25	16060	155.7
	"Tulare County, CA"	"06107"	282	477054	59.1
	"Tuolumne County, CA"	"06109"	67	55810	120.1
	"Ventura County, CA"	"06111"	433	839784	51.6
	"Yolo County, CA"	"06113"	106	216986	48.9
	"Yuba County, CA"	"06115"	79	83421	94.7
	"Adams County, CO"	"08001"	298	522140	57.1
	"Alamosa County, CO"	"08003"	12	16547	Unreliable
	"Arapahoe County, CO"	"08005"	341	654900	52.1
	"Archuleta County, CO"	"08007"	Suppressed	13790	Suppressed
	"Baca County, CO"	"08009"	Suppressed	3514	Suppressed
	"Bent County, CO"	"08011"	Suppressed	5759	Suppressed
	"Boulder County, CO"	"08013"	135	329543	41.0
	"Broomfield County, CO"	"08014"	39	75325	51.8
	"Chaffee County, CO"	"08015"	19	20074	Unreliable
	"Cheyenne County, CO"	"08017"	Suppressed	1707	Suppressed
	"Clear Creek County, CO"	"08019"	Suppressed	9446	Suppressed
	"Conejos County, CO"	"08021"	13	7612	Unreliable
	"Costilla County, CO"	"08023"	Suppressed	3625	Suppressed
	"Crowley County, CO"	"08025"	10	6012	Unreliable
	"Custer County, CO"	"08027"	Suppressed	5045	Suppressed
	"Delta County, CO"	"08029"	33	31661	104.2
	"Denver County, CO"	"08031"	337	711463	47.4
	"Dolores County, CO"	"08033"	Suppressed	2397	Suppressed
	"Douglas County, CO"	"08035"	119	368990	32.3
	"Eagle County, CO"	"08037"	11	55727	Unreliable
	"Elbert County, CO"	"08039"	19	27128	Unreliable
	"El Paso County, CO"	"08041"	473	737867	64.1
	"Fremont County, CO"	"08043"	70	49661	141.0
	"Garfield County, CO"	"08045"	36	62161	57.9
	"Gilpin County, CO"	"08047"	Suppressed	5873	Suppressed
	"Grand County, CO"	"08049"	10	15860	Unreliable
	"Gunnison County, CO"	"08051"	Suppressed	17281	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	781	Suppressed
	"Huerfano County, CO"	"08055"	14	6920	Unreliable
	"Jackson County, CO"	"08057"	Suppressed	1363	Suppressed
	"Jefferson County, CO"	"08059"	408	579581	70.4
	"Kiowa County, CO"	"08061"	Suppressed	1452	Suppressed
	"Kit Carson County, CO"	"08063"	Suppressed	6950	Suppressed
	"Lake County, CO"	"08065"	Suppressed	7407	Suppressed
	"La Plata County, CO"	"08067"	48	56250	85.3
	"Larimer County, CO"	"08069"	177	362533	48.8
	"Las Animas County, CO"	"08071"	26	14633	177.7
	"Lincoln County, CO"	"08073"	Suppressed	5688	Suppressed
	"Logan County, CO"	"08075"	32	21487	148.9
	"Mesa County, CO"	"08077"	168	157335	106.8
	"Mineral County, CO"	"08079"	Suppressed	924	Suppressed
	"Moffat County, CO"	"08081"	13	13185	Unreliable
	"Montezuma County, CO"	"08083"	25	26175	95.5
	"Montrose County, CO"	"08085"	42	43168	97.3
	"Morgan County, CO"	"08087"	27	29008	93.1
	"Otero County, CO"	"08089"	30	18594	161.3
	"Ouray County, CO"	"08091"	Suppressed	5035	Suppressed
	"Park County, CO"	"08093"	10	17720	Unreliable
	"Phillips County, CO"	"08095"	Suppressed	4512	Suppressed
	"Pitkin County, CO"	"08097"	Suppressed	17348	Suppressed
	"Prowers County, CO"	"08099"	18	11996	Unreliable
	"Pueblo County, CO"	"08101"	266	169622	156.8
	"Rio Blanco County, CO"	"08103"	Suppressed	6476	Suppressed
	"Rio Grande County, CO"	"08105"	15	11408	Unreliable
	"Routt County, CO"	"08107"	Suppressed	25091	Suppressed
	"Saguache County, CO"	"08109"	Suppressed	6471	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	733	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	8074	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	2336	Suppressed
	"Summit County, CO"	"08117"	Suppressed	30941	Suppressed
	"Teller County, CO"	"08119"	24	24926	96.3
	"Washington County, CO"	"08121"	Suppressed	4861	Suppressed
	"Weld County, CO"	"08123"	178	340036	52.3
	"Yuma County, CO"	"08125"	Suppressed	9941	Suppressed
	"Fairfield County, CT"	"09001"	534	959768	55.6
	"Hartford County, CT"	"09003"	600	896854	66.9
	"Litchfield County, CT"	"09005"	196	185000	105.9
	"Middlesex County, CT"	"09007"	110	164759	66.8
	"New Haven County, CT"	"09009"	590	863700	68.3
	"New London County, CT"	"09011"	231	268805	85.9
	"Tolland County, CT"	"09013"	112	150293	74.5
	"Windham County, CT"	"09015"	108	116418	92.8
	"Kent County, DE"	"10001"	197	184149	107.0
	"New Castle County, DE"	"10003"	392	571708	68.6
	"Sussex County, DE"	"10005"	258	247527	104.2
	"District of Columbia, DC"	"11001"	263	670050	39.3
	"Alachua County, FL"	"12001"	170	279238	60.9
	"Baker County, FL"	"12003"	31	28715	108.0
	"Bay County, FL"	"12005"	227	179168	126.7
	"Bradford County, FL"	"12007"	40	28540	140.2
	"Brevard County, FL"	"12009"	701	616628	113.7
	"Broward County, FL"	"12011"	1103	1930983	57.1
	"Calhoun County, FL"	"12013"	18	13641	Unreliable
	"Charlotte County, FL"	"12015"	301	194843	154.5
	"Citrus County, FL"	"12017"	313	158083	198.0
	"Clay County, FL"	"12019"	205	222361	92.2
	"Collier County, FL"	"12021"	219	385980	56.7
	"Columbia County, FL"	"12023"	111	70385	157.7
	"DeSoto County, FL"	"12027"	41	34408	119.2
	"Dixie County, FL"	"12029"	24	17102	140.3
	"Duval County, FL"	"12031"	745	999935	74.5
	"Escambia County, FL"	"12033"	347	322390	107.6
	"Flagler County, FL"	"12035"	125	120932	103.4
	"Franklin County, FL"	"12037"	18	12572	Unreliable
	"Gadsden County, FL"	"12039"	47	43714	107.5
	"Gilchrist County, FL"	"12041"	25	18360	136.2
	"Glades County, FL"	"12043"	19	12234	Unreliable
	"Gulf County, FL"	"12045"	25	14363	174.1
	"Hamilton County, FL"	"12047"	18	13993	Unreliable
	"Hardee County, FL"	"12049"	29	25425	114.1
	"Hendry County, FL"	"12051"	28	40313	69.5
	"Hernando County, FL"	"12053"	276	200638	137.6
	"Highlands County, FL"	"12055"	173	103296	167.5
	"Hillsborough County, FL"	"12057"	1011	1478194	68.4
	"Holmes County, FL"	"12059"	38	19784	192.1
	"Indian River County, FL"	"12061"	155	163662	94.7
	"Jackson County, FL"	"12063"	65	47694	136.3
	"Jefferson County, FL"	"12065"	15	14555	Unreliable
	"Lafayette County, FL"	"12067"	12	8382	Unreliable
	"Lake County, FL"	"12069"	381	395804	96.3
	"Lee County, FL"	"12071"	576	787976	73.1
	"Leon County, FL"	"12073"	177	292817	60.4
	"Levy County, FL"	"12075"	58	44158	131.3
	"Liberty County, FL"	"12077"	Suppressed	7900	Suppressed
	"Madison County, FL"	"12079"	19	18288	Unreliable
	"Manatee County, FL"	"12081"	378	412703	91.6
	"Marion County, FL"	"12083"	461	385915	119.5
	"Martin County, FL"	"12085"	191	159942	119.4
	"Miami-Dade County, FL"	"12086"	1464	2662777	55.0
	"Monroe County, FL"	"12087"	56	82170	68.2
	"Nassau County, FL"	"12089"	89	94189	94.5
	"Okaloosa County, FL"	"12091"	186	213255	87.2
	"Okeechobee County, FL"	"12093"	48	40266	119.2
	"Orange County, FL"	"12095"	626	1422746	44.0
	"Osceola County, FL"	"12097"	236	403282	58.5
	"Palm Beach County, FL"	"12099"	1006	1497987	67.2
	"Pasco County, FL"	"12101"	656	584067	112.3
	"Pinellas County, FL"	"12103"	1048	956615	109.6
	"Polk County, FL"	"12105"	816	753520	108.3
	"Putnam County, FL"	"12107"	134	74167	180.7
	"St. Johns County, FL"	"12109"	186	292466	63.6
	"St. Lucie County, FL"	"12111"	336	343579	97.8
	"Santa Rosa County, FL"	"12113"	148	193998	76.3
	"Sarasota County, FL"	"12115"	523	447057	117.0
	"Seminole County, FL"	"12117"	269	470093	57.2
	"Sumter County, FL"	"12119"	181	135638	133.4
	"Suwannee County, FL"	"12121"	77	44485	173.1
	"Taylor County, FL"	"12123"	24	21815	110.0
	"Union County, FL"	"12125"	20	16335	122.4
	"Volusia County, FL"	"12127"	768	564412	136.1
	"Wakulla County, FL"	"12129"	39	34690	112.4
	"Walton County, FL"	"12131"	65	80069	81.2
	"Washington County, FL"	"12133"	44	25436	173.0
	"Appling County, GA"	"13001"	18	18488	Unreliable
	"Atkinson County, GA"	"13003"	11	8391	Unreliable
	"Bacon County, GA"	"13005"	13	11079	Unreliable
	"Baker County, GA"	"13007"	Suppressed	2819	Suppressed
	"Baldwin County, GA"	"13009"	52	43781	118.8
	"Banks County, GA"	"13011"	24	18562	129.3
	"Barrow County, GA"	"13013"	93	86658	107.3
	"Bartow County, GA"	"13015"	113	110843	101.9
	"Ben Hill County, GA"	"13017"	29	17158	169.0
	"Berrien County, GA"	"13019"	38	18147	209.4
	"Bibb County, GA"	"13021"	329	156762	209.9
	"Bleckley County, GA"	"13023"	Suppressed	12607	Suppressed
	"Brantley County, GA"	"13025"	19	18101	Unreliable
	"Brooks County, GA"	"13027"	14	16270	Unreliable
	"Bryan County, GA"	"13029"	36	46938	76.7
	"Bulloch County, GA"	"13031"	61	82442	74.0
	"Burke County, GA"	"13033"	19	24310	Unreliable
	"Butts County, GA"	"13035"	32	25781	124.1
	"Calhoun County, GA"	"13037"	Suppressed	5509	Suppressed
	"Camden County, GA"	"13039"	47	55664	84.4
	"Candler County, GA"	"13043"	12	11037	Unreliable
	"Carroll County, GA"	"13045"	149	121968	122.2
	"Catoosa County, GA"	"13047"	93	68397	136.0
	"Charlton County, GA"	"13049"	16	12766	Unreliable
	"Chatham County, GA"	"13051"	270	296329	91.1
	"Chattahoochee County, GA"	"13053"	Suppressed	9048	Suppressed
	"Chattooga County, GA"	"13055"	50	24932	200.5
	"Cherokee County, GA"	"13057"	179	274615	65.2
	"Clarke County, GA"	"13059"	74	128711	57.5
	"Clay County, GA"	"13061"	Suppressed	2882	Suppressed
	"Clayton County, GA"	"13063"	166	297100	55.9
	"Clinch County, GA"	"13065"	Suppressed	6725	Suppressed
	"Cobb County, GA"	"13067"	362	766802	47.2
	"Coffee County, GA"	"13069"	46	43386	106.0
	"Colquitt County, GA"	"13071"	44	45812	96.0
	"Columbia County, GA"	"13073"	123	159639	77.0
	"Cook County, GA"	"13075"	13	17225	Unreliable
	"Coweta County, GA"	"13077"	124	149956	82.7
	"Crawford County, GA"	"13079"	23	12153	189.3
	"Crisp County, GA"	"13081"	37	19879	186.1
	"Dade County, GA"	"13083"	30	16326	183.8
	"Dawson County, GA"	"13085"	26	28497	91.2
	"Decatur County, GA"	"13087"	36	29038	124.0
	"DeKalb County, GA"	"13089"	338	757718	44.6
	"Dodge County, GA"	"13091"	34	19759	172.1
	"Dooly County, GA"	"13093"	12	10885	Unreliable
	"Dougherty County, GA"	"13095"	106	84844	124.9
	"Douglas County, GA"	"13097"	84	145814	57.6
	"Early County, GA"	"13099"	Suppressed	10619	Suppressed
	"Echols County, GA"	"13101"	Suppressed	3699	Suppressed
	"Effingham County, GA"	"13103"	58	66741	86.9
	"Elbert County, GA"	"13105"	32	19579	163.4
	"Emanuel County, GA"	"13107"	33	22716	145.3
	"Evans County, GA"	"13109"	14	10672	Unreliable
	"Fannin County, GA"	"13111"	34	25817	131.7
	"Fayette County, GA"	"13113"	80	120574	66.3
	"Floyd County, GA"	"13115"	132	98771	133.6
	"Forsyth County, GA"	"13117"	144	260206	55.3
	"Franklin County, GA"	"13119"	26	23785	109.3
	"Fulton County, GA"	"13121"	504	1065334	47.3
	"Gilmer County, GA"	"13123"	44	32026	137.4
	"Glascock County, GA"	"13125"	Suppressed	2919	Suppressed
	"Glynn County, GA"	"13127"	62	84739	73.2
	"Gordon County, GA"	"13129"	79	58237	135.7
	"Grady County, GA"	"13131"	20	25918	77.2
	"Greene County, GA"	"13133"	14	19536	Unreliable
	"Gwinnett County, GA"	"13135"	401	964546	41.6
	"Habersham County, GA"	"13137"	43	46774	91.9
	"Hall County, GA"	"13139"	114	207369	55.0
	"Hancock County, GA"	"13141"	13	8630	Unreliable
	"Haralson County, GA"	"13143"	47	30572	153.7
	"Harris County, GA"	"13145"	31	35626	87.0
	"Hart County, GA"	"13147"	34	26409	128.7
	"Heard County, GA"	"13149"	18	11565	Unreliable
	"Henry County, GA"	"13151"	169	245235	68.9
	"Houston County, GA"	"13153"	149	166829	89.3
	"Irwin County, GA"	"13155"	12	9618	Unreliable
	"Jackson County, GA"	"13157"	66	80286	82.2
	"Jasper County, GA"	"13159"	12	15278	Unreliable
	"Jeff Davis County, GA"	"13161"	26	14872	174.8
	"Jefferson County, GA"	"13163"	20	15524	128.8
	"Jenkins County, GA"	"13165"	Suppressed	8639	Suppressed
	"Johnson County, GA"	"13167"	21	9160	229.3
	"Jones County, GA"	"13169"	31	28400	109.2
	"Lamar County, GA"	"13171"	31	19080	162.5
	"Lanier County, GA"	"13173"	10	9907	Unreliable
	"Laurens County, GA"	"13175"	91	49547	183.7
	"Lee County, GA"	"13177"	27	33411	80.8
	"Liberty County, GA"	"13179"	56	65711	85.2
	"Lincoln County, GA"	"13181"	11	7749	Unreliable
	"Long County, GA"	"13183"	20	17152	116.6
	"Lowndes County, GA"	"13185"	111	119276	93.1
	"Lumpkin County, GA"	"13187"	36	34278	105.0
	"McDuffie County, GA"	"13189"	22	21633	101.7
	"McIntosh County, GA"	"13191"	15	11123	Unreliable
	"Macon County, GA"	"13193"	19	12004	Unreliable
	"Madison County, GA"	"13195"	25	30885	80.9
	"Marion County, GA"	"13197"	Suppressed	7440	Suppressed
	"Meriwether County, GA"	"13199"	34	20793	163.5
	"Miller County, GA"	"13201"	Suppressed	5919	Suppressed
	"Mitchell County, GA"	"13205"	17	21521	Unreliable
	"Monroe County, GA"	"13207"	31	28712	108.0
	"Montgomery County, GA"	"13209"	13	8653	Unreliable
	"Morgan County, GA"	"13211"	23	20635	111.5
	"Murray County, GA"	"13213"	55	39951	137.7
	"Muscogee County, GA"	"13215"	167	205617	81.2
	"Newton County, GA"	"13217"	98	115355	85.0
	"Oconee County, GA"	"13219"	24	43023	55.8
	"Oglethorpe County, GA"	"13221"	12	15140	Unreliable
	"Paulding County, GA"	"13223"	108	173780	62.1
	"Peach County, GA"	"13225"	22	28417	77.4
	"Pickens County, GA"	"13227"	41	34024	120.5
	"Pierce County, GA"	"13229"	28	19976	140.2
	"Pike County, GA"	"13231"	19	19477	Unreliable
	"Polk County, GA"	"13233"	71	43496	163.2
	"Pulaski County, GA"	"13235"	16	9917	Unreliable
	"Putnam County, GA"	"13237"	24	22585	106.3
